date,result,gc_result_on_stage,race,distance,pointspcs,pointsuci,stage,rider,team
2019-05-25,7,NA,"The 60th Anniversary ""Thai Cycling Association"" (2.1)",92.6,NA,3,Stage 2 - Trat › Trat,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2019-05-24,6,5,"The 60th Anniversary ""Thai Cycling Association"" (2.1)",73.5,2,4,Stage 1 - Trat › Trat,Diana Klimova,Cogeas - Mettler Pro Cycling Team
NA,2,NA,Tour of Uppsala (2.2),NA,NA,NA,Points classification,Diana Klimova,Cogeas - Mettler Pro Cycling Team
NA,12,NA,Tour of Uppsala (2.2),NA,NA,NA,General classification,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2019-05-10,2,NA,Tour of Uppsala (2.2),130.5,5,5,Stage 3 - Uppsala › Uppsala,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2019-05-09,5,24,Tour of Uppsala (2.2),110,NA,NA,Stage 2 - Uppsala › Uppsala,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2019-05-08,37,37,Tour of Uppsala (2.2),105,NA,NA,Stage 1 - Uppsala › Uppsala,Diana Klimova,Cogeas - Mettler Pro Cycling Team
NA,4,NA,Gracia - Orlová (2.2),NA,NA,NA,Mountains classification,Diana Klimova,Cogeas - Mettler Pro Cycling Team
NA,18,NA,Gracia - Orlová (2.2),NA,NA,NA,Points classification,Diana Klimova,Cogeas - Mettler Pro Cycling Team
NA,14,NA,Gracia - Orlová (2.2),NA,NA,NA,General classification,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2019-05-05,31,NA,Gracia - Orlová (2.2),101.6,NA,NA,Stage 4 - Orlová › Orlová,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2019-05-04,13,17,Gracia - Orlová (2.2),100,NA,NA,Stage 3 - Lichnov › Lichnov,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2019-05-03,9,22,Gracia - Orlová (2.2),58,NA,NA,Stage 2b - Dětmarovice › Orlová,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2019-05-03,30,22,Gracia - Orlová (2.2),13.5,NA,NA,Stage 2a (ITT) - Havířov › Havířov,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2019-05-02,20,18,Gracia - Orlová (2.2),104,NA,NA,Stage 1 - Orlová › Štramberk,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2018-10-07,15,NA,Gran Premio Bruno Beghelli Internazionale Donne Elite (1.1),79.8,NA,5,One day,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2018-10-06,999,NA,Giro dell'Emilia Internazionale Donne Elite (1.1),98.8,NA,NA,One day,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2018-09-29,70,NA,World Championships WE - Road Race (WC),155.6,NA,NA,One day,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2018-09-07,39,39,Prologue - Campi Bizensio › Campi Bizensio,2.2,NA,NA,One day,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2018-07-14,20,NA,European Continental Championships WU23 - Road Race (CC),108,NA,NA,One day,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2018-07-01,4,NA,National Championships Russia WE - Road Race (NC),120,3,15,One day,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2018-06-29,8,NA,National Championships Russia WE - ITT (NC),25,NA,NA,One day,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2018-04-25,4,NA,GP della Liberazione PINK (1.2),96,12,12,One day,Diana Klimova,Cogeas - Mettler Pro Cycling Team
NA,9,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),NA,NA,NA,Mountains classification,Diana Klimova,Cogeas - Mettler Pro Cycling Team
NA,4,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),NA,NA,NA,Youth classification,Diana Klimova,Cogeas - Mettler Pro Cycling Team
NA,6,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),NA,NA,NA,Points classification,Diana Klimova,Cogeas - Mettler Pro Cycling Team
NA,10,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),NA,NA,3,General classification,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2018-09-09,14,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),121.8,NA,NA,Stage 2 - Lucca › Capannori,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2018-09-08,3,10,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),133.6,2,3,Stage 1 - Segromigno di Piano › Segromigno di Piano,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2017-09-08,57,58,Prologue - Campi Bisenzio › Campi Bisenzio,2.2,NA,NA,One day,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2017-06-25,7,NA,National Championships Russia WE - Road Race (NC),124.8,NA,NA,One day,Diana Klimova,Cogeas - Mettler Pro Cycling Team
NA,27,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),NA,NA,NA,Youth classification,Diana Klimova,Cogeas - Mettler Pro Cycling Team
NA,49,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),NA,NA,NA,General classification,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2017-09-10,29,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),121.8,NA,NA,Stage 2 - Capannori › Lucca,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2017-09-09,61,62,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),133.6,NA,NA,Stage 1 - Segromigno in Piano › Segromigno in Piano,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2016-06-26,9,NA,National Championships Russia WE - Road Race (NC),132.9,NA,NA,One day,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2016-06-24,14,NA,National Championships Russia WE - ITT (NC),24.56,NA,NA,One day,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2015-06-27,999,NA,National Championships Russia WE - Road Race (NC),NA,NA,NA,One day,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2015-06-25,29,NA,National Championships Russia WE - ITT (NC),NA,NA,NA,One day,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2014-07-13,8,NA,European Championships WJ - Road Race (CC),86.4,NA,NA,One day,Diana Klimova,Cogeas - Mettler Pro Cycling Team
2020-07-26,1,NA,National Championships Belarus WE - Road Race (NC),114,10,100,One day,Tatsiana Sharakova,Minsk Cycling Club
2020-07-24,1,NA,National Championships Belarus WE - ITT (NC),25,3,50,One day,Tatsiana Sharakova,Minsk Cycling Club
2020-02-14,26,NA,Grand Prix Gazipasa WE (1.2),108.6,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2020-02-13,5,NA,Grand Prix Alanya WE (1.2),115,10,15,One day,Tatsiana Sharakova,Minsk Cycling Club
NA,2,NA,Dubai Women's Tour (2.2),NA,NA,NA,Points classification,Tatsiana Sharakova,Minsk Cycling Club
NA,2,NA,Dubai Women's Tour (2.2),NA,30,30,General classification,Tatsiana Sharakova,Minsk Cycling Club
2020-02-20,8,NA,Dubai Women's Tour (2.2),112,NA,NA,Stage 4 - Dubai Festival City › Dubai Festival City,Tatsiana Sharakova,Minsk Cycling Club
2020-02-19,1,1,Dubai Women's Tour (2.2),90,8,8,Stage 3 - Wadi Hatta Park › Hatta Dam,Tatsiana Sharakova,Minsk Cycling Club
2020-02-18,4,3,Dubai Women's Tour (2.2),106,NA,1,Stage 2 - Dubai Festival City › The Springs Souk,Tatsiana Sharakova,Minsk Cycling Club
2020-02-17,2,3,Dubai Women's Tour (2.2),99,2,5,Stage 1 - Dubai Festival City › Town Square Dubai,Tatsiana Sharakova,Minsk Cycling Club
2019-10-22,20,NA,Tour of Guangxi Women's WorldTour (1.WWT),145.8,NA,5,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-09-28,54,NA,World Championships WE - Road Race (WC),149.4,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-09-24,25,NA,World Championships WE - ITT (WC),30.3,3,3,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-09-06,8,8,Prologue - Campi Bisenzio › Campi Bisenzio,2.2,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-08-10,55,NA,European Continental Championships WE - Road Race (CC),115,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-08-08,16,NA,European Continental Championships WE - ITT (CC),22.4,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-06-25,10,NA,European Games WE - ITT (JR),28.6,NA,1,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-06-22,3,NA,European Games WE - Road Race (JR),120,16,150,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-06-15,1,NA,National Championships Belarus WE - Road Race (NC),118,10,50,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-06-14,1,NA,National Championships Belarus WE - ITT (NC),25,3,25,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-05-26,5,NA,VR Women ITT (1.2),12.1,10,15,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-05-25,27,NA,Kievskaya Sotka Women Challenge (1.2),107,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-05-24,30,NA,Kiev Olimpic Ring Women Race (1.2),96.8,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-05-23,11,NA,Chabany Race WE (1.2),98.8,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-03-10,1,NA,Grand Prix Justiniano Hotels (1.2),96.4,40,40,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-03-09,16,NA,Grand Prix Velo Alanya (1.2),102.2,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-02-10,1,NA,Grand Prix Alanya WE (1.2),103,40,40,One day,Tatsiana Sharakova,Minsk Cycling Club
2019-02-09,12,NA,Grand Prix Gazipasa WE (1.2),108.5,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
NA,10,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),NA,NA,NA,Points classification,Tatsiana Sharakova,Minsk Cycling Club
NA,13,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),NA,NA,NA,General classification,Tatsiana Sharakova,Minsk Cycling Club
2019-09-08,15,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),111.2,NA,NA,Stage 2 - Capannori › Pescia,Tatsiana Sharakova,Minsk Cycling Club
2019-09-07,8,8,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),137.6,NA,NA,Stage 1 - Segromigno in Piano › Segromigno in Piano,Tatsiana Sharakova,Minsk Cycling Club
NA,9,NA,Tour of Chongming Island UCI Women's WorldTour (2.WWT),NA,NA,NA,Points classification,Tatsiana Sharakova,Minsk Cycling Club
NA,7,NA,Tour of Chongming Island UCI Women's WorldTour (2.WWT),NA,55,60,General classification,Tatsiana Sharakova,Minsk Cycling Club
2019-05-11,26,NA,Tour of Chongming Island UCI Women's WorldTour (2.WWT),118.4,NA,NA,Stage 3 - Chongming Xingcheng Park › Chongming Xingcheng Park,Tatsiana Sharakova,Minsk Cycling Club
2019-05-10,45,6,Tour of Chongming Island UCI Women's WorldTour (2.WWT),126.6,NA,NA,Stage 2 - Chongming Xingcheng Park › Chongming Xingcheng Park,Tatsiana Sharakova,Minsk Cycling Club
2019-05-09,7,8,Tour of Chongming Island UCI Women's WorldTour (2.WWT),102.7,2,10,Stage 1 - Chongming Xingcheng Park › Chongming Xingcheng Park,Tatsiana Sharakova,Minsk Cycling Club
2017-06-24,1,NA,National Championships Belarus WE - Road Race (NC),NA,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2017-06-22,1,NA,National Championships Belarus WE - ITT (NC),NA,3,3,One day,Tatsiana Sharakova,Minsk Cycling Club
2017-05-28,4,NA,VR Women (1.2),NA,12,12,One day,Tatsiana Sharakova,Minsk Cycling Club
2017-05-27,15,NA,Horizon Park Women Challenge (1.2),76.1,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
NA,7,NA,Tour of Zhoushan Island (Shengnsi Stage) (2.2),NA,NA,NA,Mountains classification,Tatsiana Sharakova,Minsk Cycling Club
NA,12,NA,Tour of Zhoushan Island (Shengnsi Stage) (2.2),NA,NA,NA,Points classification,Tatsiana Sharakova,Minsk Cycling Club
NA,8,NA,Tour of Zhoushan Island (Shengnsi Stage) (2.2),NA,3,3,General classification,Tatsiana Sharakova,Minsk Cycling Club
2017-05-12,16,NA,Tour of Zhoushan Island (Shengnsi Stage) (2.2),85.35,NA,NA,Stage 3 - Zhoushan › Zhoushan,Tatsiana Sharakova,Minsk Cycling Club
2017-05-11,17,14,Tour of Zhoushan Island (Shengnsi Stage) (2.2),83.7,NA,NA,Stage 2 - Zhoushan › Zhoushan,Tatsiana Sharakova,Minsk Cycling Club
2017-05-10,13,13,Tour of Zhoushan Island (Shengnsi Stage) (2.2),85.35,NA,NA,Stage 1 - Zhoushan › Zhoushan,Tatsiana Sharakova,Minsk Cycling Club
NA,22,NA,Tour of Chongming Island (2.WWT),NA,4,NA,General classification,Tatsiana Sharakova,Minsk Cycling Club
2017-05-07,29,NA,Tour of Chongming Island (2.WWT),111.6,NA,NA,Stage 3 - Chongming Xin cheng park › Chongming Xin cheng park,Tatsiana Sharakova,Minsk Cycling Club
2017-05-06,13,20,Tour of Chongming Island (2.WWT),135.4,NA,NA,Stage 2 - Chang Xing fenghuang park › Chongming Xin cheng park,Tatsiana Sharakova,Minsk Cycling Club
2017-05-05,29,29,Tour of Chongming Island (2.WWT),118.8,NA,NA,Stage 1 - Chongming Xin cheng park › Chongming Xin cheng park,Tatsiana Sharakova,Minsk Cycling Club
NA,16,NA,Gracia Orlova (2.2),NA,NA,NA,Points classification,Tatsiana Sharakova,Minsk Cycling Club
NA,30,NA,Gracia Orlova (2.2),NA,NA,NA,General classification,Tatsiana Sharakova,Minsk Cycling Club
2017-04-30,4,NA,Gracia Orlova (2.2),101.6,NA,1,Stage 5 - Orlová › Orlová,Tatsiana Sharakova,Minsk Cycling Club
2017-04-29,70,39,Gracia Orlova (2.2),63.5,NA,NA,Stage 4 - Detmarovice › Visalaje,Tatsiana Sharakova,Minsk Cycling Club
2017-04-29,10,35,Gracia Orlova (2.2),13.5,NA,NA,Stage 3 (ITT) - Havirov › Havirov,Tatsiana Sharakova,Minsk Cycling Club
2017-04-28,71,48,Gracia Orlova (2.2),103,NA,NA,Stage 2 - Lichnov › Lichnov,Tatsiana Sharakova,Minsk Cycling Club
2017-04-27,48,48,Gracia Orlova (2.2),110,NA,NA,Stage 1 - Orlová › Stramberk,Tatsiana Sharakova,Minsk Cycling Club
2016-06-25,1,NA,National Championships Belarus WE - Road Race (NC),80,10,10,One day,Tatsiana Sharakova,Minsk Cycling Club
2016-06-23,1,NA,National Championships Belarus WE - ITT (NC),NA,3,3,One day,Tatsiana Sharakova,Minsk Cycling Club
2015-06-28,2,NA,National Championships Belarus WE - Road Race (NC),NA,7,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2015-06-26,2,NA,National Championships Belarus WE - ITT (NC),24.2,2,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2015-06-20,20,NA,European Games WE - Road Race (JR),120.7,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2015-06-18,11,NA,European Games WE - ITT (JR),25.8,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2015-06-03,8,8,Prologue - Kamennomostskiy › Pobeda,4,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2015-06-02,23,NA,Grand Prix of Maykop (1.2),98.6,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
NA,7,NA,Tour of Adygeya (2.2),NA,NA,NA,Points classification,Tatsiana Sharakova,Minsk Cycling Club
NA,21,NA,Tour of Adygeya (2.2),NA,NA,NA,General classification,Tatsiana Sharakova,Minsk Cycling Club
2015-06-06,22,NA,Tour of Adygeya (2.2),84.7,NA,NA,Stage 3 - Tulskiy › Plateau Lago Naki,Tatsiana Sharakova,Minsk Cycling Club
2015-06-05,5,5,Tour of Adygeya (2.2),96.2,NA,NA,Stage 2 - Maykop › Maykop,Tatsiana Sharakova,Minsk Cycling Club
2015-06-04,8,5,Tour of Adygeya (2.2),123.2,NA,NA,Stage 1 - Maykop › Kamennomostskiy,Tatsiana Sharakova,Minsk Cycling Club
NA,14,NA,Gracia Orlova (2.2),NA,NA,NA,Mountains classification,Tatsiana Sharakova,Minsk Cycling Club
NA,52,NA,Gracia Orlova (2.2),NA,NA,NA,General classification,Tatsiana Sharakova,Minsk Cycling Club
2015-05-03,28,NA,Gracia Orlova (2.2),100.2,NA,NA,Stage 5 - Orlová › Orlová,Tatsiana Sharakova,Minsk Cycling Club
2015-05-02,62,54,Gracia Orlova (2.2),63.5,NA,NA,Stage 4 - Dětmarovice › Visalaje,Tatsiana Sharakova,Minsk Cycling Club
2015-05-02,17,48,Gracia Orlova (2.2),13.5,NA,NA,Stage 3 (ITT) - Havířov › Havířov,Tatsiana Sharakova,Minsk Cycling Club
2015-05-01,59,62,Gracia Orlova (2.2),100,NA,NA,Stage 2 - Lichnov › Lichnov,Tatsiana Sharakova,Minsk Cycling Club
2015-04-30,57,59,Gracia Orlova (2.2),101.2,NA,NA,Stage 1 - Orlová › Štramberk,Tatsiana Sharakova,Minsk Cycling Club
2012-06-24,1,NA,National Championships Belarus WE - Road Race (NC),NA,10,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2012-05-15,29,NA,Grand Prix of Maykop (1.2),NA,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
NA,33,NA,Tour of Adygeya (2.2),NA,NA,NA,General classification,Tatsiana Sharakova,Minsk Cycling Club
2012-05-20,35,NA,Tour of Adygeya (2.2),NA,NA,NA,Stage 4 - Tulsky › Tulsky,Tatsiana Sharakova,Minsk Cycling Club
2012-05-19,5,37,Tour of Adygeya (2.2),NA,NA,NA,Stage 3 (ITT) - Maykop › Maykop,Tatsiana Sharakova,Minsk Cycling Club
2012-05-18,41,40,Tour of Adygeya (2.2),NA,NA,NA,Stage 2 - Tulsky  › Partizanskaya Polyana,Tatsiana Sharakova,Minsk Cycling Club
2012-05-17,30,30,Tour of Adygeya (2.2),NA,NA,NA,Stage 1 - Maykop › Maykop,Tatsiana Sharakova,Minsk Cycling Club
2011-06-26,2,NA,National Championships Belarus WE - Road Race (NC),NA,7,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2011-06-24,2,NA,National TT Championships Belarus (NC),NA,2,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2009-06-28,1,NA,National Championships Belarus WE - Road Race (NC),NA,10,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2009-06-26,1,NA,National Championships Belarus - ITT (NC),NA,10,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2008-06-28,1,NA,National Championships Belarus WE - Road Race (NC),NA,10,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2008-06-26,1,NA,National Championships Belarus - ITT (NC),NA,3,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
NA,4,NA,Tour de Bretagne Féminin (2.2),NA,12,NA,General classification,Tatsiana Sharakova,Minsk Cycling Club
2008-07-20,1,NA,Tour de Bretagne Féminin (2.2),75,8,NA,Stage 5 - Landerneau › Landerneau,Tatsiana Sharakova,Minsk Cycling Club
2008-07-20,5,NA,Tour de Bretagne Féminin (2.2),10,NA,NA,Stage 4 (ITT) - Plouzané › Plouzané,Tatsiana Sharakova,Minsk Cycling Club
2008-07-19,16,NA,Tour de Bretagne Féminin (2.2),99,NA,NA,Stage 3 - Kernilis › Le Drennec,Tatsiana Sharakova,Minsk Cycling Club
2008-07-18,18,NA,Tour de Bretagne Féminin (2.2),114,NA,NA,Stage 2 - Hillion › Yffiniac,Tatsiana Sharakova,Minsk Cycling Club
2008-07-17,16,NA,Tour de Bretagne Féminin (2.2),86,NA,NA,Stage 1 - Medreac  › Pipriac,Tatsiana Sharakova,Minsk Cycling Club
NA,28,NA,Tour de Feminin - Krasna Lipa (2.2),NA,NA,NA,General classification,Tatsiana Sharakova,Minsk Cycling Club
2008-07-13,44,NA,Tour de Feminin - Krasna Lipa (2.2),99.2,NA,NA,Stage 5 - Varnsdorf › Krásná Lípa,Tatsiana Sharakova,Minsk Cycling Club
2008-07-12,33,NA,Tour de Feminin - Krasna Lipa (2.2),21.2,NA,NA,Stage 4 (ITT) - Bogatynia  › Bogatynia,Tatsiana Sharakova,Minsk Cycling Club
2008-07-12,73,NA,Tour de Feminin - Krasna Lipa (2.2),73.5,NA,NA,Stage 3 - Rumburk › Rumburk,Tatsiana Sharakova,Minsk Cycling Club
2008-07-11,30,NA,Tour de Feminin - Krasna Lipa (2.2),112.5,NA,NA,Stage 2,Tatsiana Sharakova,Minsk Cycling Club
2008-07-10,35,NA,Tour de Feminin - Krasna Lipa (2.2),112,NA,NA,Stage 1 - Krásná Lípa › Krásná Lípa,Tatsiana Sharakova,Minsk Cycling Club
2007-09-29,63,NA,World Championships WE - Road Race (WC),133.7,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2007-06-30,1,NA,National Championships Belarus WE - Road Race (NC),NA,10,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2007-06-28,1,NA,National Championships Belarus - ITT (NC),NA,3,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2007-05-18,37,37,Prologue - Gruissan › Gruissan,3.9,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2007-05-04,33,NA,Prologue - San Marino › San Marino,4,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2007-04-01,28,NA,Trofeo Alfredo Binda - Comune di Cittiglio (1.1),124,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
NA,13,NA,Giro della Toscana Int. Femminile - Memorial Michela Fanini (2.1),NA,NA,NA,Points classification,Tatsiana Sharakova,Minsk Cycling Club
NA,51,NA,Giro della Toscana Int. Femminile - Memorial Michela Fanini (2.1),NA,NA,NA,General classification,Tatsiana Sharakova,Minsk Cycling Club
2007-09-23,56,NA,Giro della Toscana Int. Femminile - Memorial Michela Fanini (2.1),106.9,NA,NA,Stage 6 - Quarrata › Florence,Tatsiana Sharakova,Minsk Cycling Club
2007-09-22,58,56,Giro della Toscana Int. Femminile - Memorial Michela Fanini (2.1),109.2,NA,NA,Stage 5 - Segromigno in Piano › Capannori,Tatsiana Sharakova,Minsk Cycling Club
2007-09-21,97,66,Giro della Toscana Int. Femminile - Memorial Michela Fanini (2.1),63.3,NA,NA,Stage 4a - Pontedera › Pontedera,Tatsiana Sharakova,Minsk Cycling Club
2007-09-21,2,60,Giro della Toscana Int. Femminile - Memorial Michela Fanini (2.1),51,11,NA,Stage 4b - Campi Bisenzo › Campi Bisenzo,Tatsiana Sharakova,Minsk Cycling Club
2007-09-20,64,69,Giro della Toscana Int. Femminile - Memorial Michela Fanini (2.1),122.1,NA,NA,Stage 3 - Lari › Voltera,Tatsiana Sharakova,Minsk Cycling Club
2007-09-19,59,93,Giro della Toscana Int. Femminile - Memorial Michela Fanini (2.1),66.5,NA,NA,Stage 2b - Porcari › Altopascio,Tatsiana Sharakova,Minsk Cycling Club
2007-09-19,94,94,Giro della Toscana Int. Femminile - Memorial Michela Fanini (2.1),57.2,NA,NA,Stage 2a - Porcari › Montecarlo,Tatsiana Sharakova,Minsk Cycling Club
NA,15,NA,Tour Cycliste Féminin International Ardèche (2.2),NA,NA,NA,Mountains classification,Tatsiana Sharakova,Minsk Cycling Club
NA,9,NA,Tour Cycliste Féminin International Ardèche (2.2),NA,NA,NA,Youth classification,Tatsiana Sharakova,Minsk Cycling Club
NA,34,NA,Tour Cycliste Féminin International Ardèche (2.2),NA,NA,NA,General classification,Tatsiana Sharakova,Minsk Cycling Club
2007-09-15,44,NA,Tour Cycliste Féminin International Ardèche (2.2),85.8,NA,NA,Stage 6 - Bourg-Saint-Andéol › Bourg-Saint-Andéol,Tatsiana Sharakova,Minsk Cycling Club
2007-09-14,32,32,Tour Cycliste Féminin International Ardèche (2.2),117.5,NA,NA,Stage 5 - Antraigues › Villeneuve-de-Berg,Tatsiana Sharakova,Minsk Cycling Club
2007-09-13,44,38,Tour Cycliste Féminin International Ardèche (2.2),108,NA,NA,Stage 4 - Cruas-Meysse › Privas,Tatsiana Sharakova,Minsk Cycling Club
2007-09-12,31,44,Tour Cycliste Féminin International Ardèche (2.2),96.2,NA,NA,Stage 3 - Vals-les-Bains › Cruas,Tatsiana Sharakova,Minsk Cycling Club
2007-09-12,55,NA,Tour Cycliste Féminin International Ardèche (2.2),9.2,NA,NA,Stage 2 (ITT) - Vals-les-Bains › Vals-les-Bains,Tatsiana Sharakova,Minsk Cycling Club
2007-09-11,38,38,Tour Cycliste Féminin International Ardèche (2.2),111.5,NA,NA,Stage 1 - Mauves › Beauchastel,Tatsiana Sharakova,Minsk Cycling Club
2007-07-12,20,NA,Giro d'Italia Femminile,132.3,NA,NA,Stage 6 - Cornaredo  › Cornaredo,Tatsiana Sharakova,Minsk Cycling Club
2007-07-07,42,NA,Giro d'Italia Femminile,168,NA,NA,Stage 1 - Riese Pio X › Pontecchio Polesine,Tatsiana Sharakova,Minsk Cycling Club
NA,30,NA,Tour de l'Aude Cycliste Féminin (2.1),NA,NA,NA,General classification,Tatsiana Sharakova,Minsk Cycling Club
2007-05-27,10,NA,Tour de l'Aude Cycliste Féminin (2.1),68,NA,NA,Stage 9 - Limoux › Limoux,Tatsiana Sharakova,Minsk Cycling Club
2007-05-26,25,31,Tour de l'Aude Cycliste Féminin (2.1),62,NA,NA,Stage 8b - Axat › Quillan,Tatsiana Sharakova,Minsk Cycling Club
2007-05-26,41,34,Tour de l'Aude Cycliste Féminin (2.1),55,NA,NA,Stage 8a - Quillan › Axat,Tatsiana Sharakova,Minsk Cycling Club
2007-05-25,28,NA,Tour de l'Aude Cycliste Féminin (2.1),104,NA,NA,Stage 7 - Arques › Rennes les Bains,Tatsiana Sharakova,Minsk Cycling Club
2007-05-24,81,42,Tour de l'Aude Cycliste Féminin (2.1),113,NA,NA,Stage 6 - Rieux Minervois › Rieux Minervois,Tatsiana Sharakova,Minsk Cycling Club
2007-05-23,44,34,Tour de l'Aude Cycliste Féminin (2.1),110,NA,NA,Stage 5 - Osseja › Osseja,Tatsiana Sharakova,Minsk Cycling Club
2007-05-22,37,35,Tour de l'Aude Cycliste Féminin (2.1),107,NA,NA,Stage 4 - Castelnaudary › Castelnaudary,Tatsiana Sharakova,Minsk Cycling Club
2007-05-21,30,24,Tour de l'Aude Cycliste Féminin (2.1),122,NA,NA,Stage 3 - Lezignan Corbières › Lezignan Corbières,Tatsiana Sharakova,Minsk Cycling Club
2007-05-19,16,31,Tour de l'Aude Cycliste Féminin (2.1),115.5,NA,NA,Stage 1 - Port La Nouvelle › Port La Nouvelle,Tatsiana Sharakova,Minsk Cycling Club
NA,41,NA,Giro di San Marino (2.1),NA,NA,NA,General classification,Tatsiana Sharakova,Minsk Cycling Club
2007-05-06,37,NA,Giro di San Marino (2.1),100.7,NA,NA,Stage 2 - Serravalle › Serravalle,Tatsiana Sharakova,Minsk Cycling Club
2007-05-05,68,NA,Giro di San Marino (2.1),87.3,NA,NA,Stage 1 - Borgo Maggiore › Borgo Maggiore,Tatsiana Sharakova,Minsk Cycling Club
2006-06-27,13,NA,Prologue - Font-Romeu  › Font-Romeu,7.3,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
NA,5,NA,Grande Boucle Féminine Internationale (2.2),NA,NA,NA,Mountains classification,Tatsiana Sharakova,Minsk Cycling Club
