date,result,gc_result_on_stage,race,distance,pointspcs,pointsuci,stage,rider,team
NA,1,NA,Grande Boucle Féminine Internationale (2.2),NA,NA,NA,Youth classification,Tatsiana Sharakova,Minsk Cycling Club
NA,7,NA,Grande Boucle Féminine Internationale (2.2),NA,NA,NA,Points classification,Tatsiana Sharakova,Minsk Cycling Club
NA,3,NA,Grande Boucle Féminine Internationale (2.2),NA,16,NA,General classification,Tatsiana Sharakova,Minsk Cycling Club
2006-07-01,6,NA,Grande Boucle Féminine Internationale (2.2),114,NA,NA,Stage 5 - L'Isle-sur-la-Sorgue  › Les Baux-de-Provence,Tatsiana Sharakova,Minsk Cycling Club
2006-06-29,9,NA,Grande Boucle Féminine Internationale (2.2),100,NA,NA,Stage 3 - Valréas  › Valréas,Tatsiana Sharakova,Minsk Cycling Club
2006-06-28,8,NA,Grande Boucle Féminine Internationale (2.2),63,NA,NA,Stage 2b - Vabre  › La Salvetat-sur-Agout,Tatsiana Sharakova,Minsk Cycling Club
2006-06-28,3,NA,Grande Boucle Féminine Internationale (2.2),70,2,NA,Stage 2a - Vernet-les-Bains  › Toulouges,Tatsiana Sharakova,Minsk Cycling Club
NA,15,NA,Giro del Trentino Alto Adige - S (2.1),NA,NA,NA,General classification,Tatsiana Sharakova,Minsk Cycling Club
2006-06-17,4,NA,Giro del Trentino Alto Adige - S (2.1),87,5,NA,Stage 3,Tatsiana Sharakova,Minsk Cycling Club
2005-06-26,1,NA,National Championships Belarus WE - Road Race (NC),NA,10,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2005-05-26,1,NA,National Championships Belarus - ITT (NC),NA,3,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2004-01-02,999,NA,World Championships WE - Road Race (WC),132.75,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2004-06-25,2,NA,National Championships Belarus WE - Road Race (NC),NA,7,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2004-05-02,13,NA,Souvenir Magali Pache (1.9.1),20.4,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2004-04-25,45,NA,Tour de Berne (1.9.1),112,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2003-06-29,2,NA,National Championships Belarus WE - Road Race (NC),NA,7,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2002-01-11,22,NA,World Championships WJ - Road Race (WC),76.8,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2002-05-12,9,NA,Tour de Berne (1.9.1),113.4,7,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2001-01-12,29,NA,World Championships WJ - Road Race (WC),72.6,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2001-07-01,5,NA,National Championships Belarus WE - Road Race (NC),NA,NA,NA,One day,Tatsiana Sharakova,Minsk Cycling Club
2020-02-01,20,NA,Cadel Evans Great Ocean Road Race - Elite Women's Race (1.WWT),121.5,NA,24,One day,Peta Mullens,Roxsolt Attaquer
2020-01-30,7,NA,Race Torquay WE (1.1),106.4,12,35,One day,Peta Mullens,Roxsolt Attaquer
2020-01-12,7,NA,National Championships Australia WE - Road Race (NC),104.4,NA,20,One day,Peta Mullens,Roxsolt Attaquer
NA,3,NA,Lexus of Blackburn Womens Herald Sun Tour (2.1),NA,NA,NA,Points classification,Peta Mullens,Roxsolt Attaquer
NA,22,NA,Lexus of Blackburn Womens Herald Sun Tour (2.1),NA,NA,3,General classification,Peta Mullens,Roxsolt Attaquer
2020-02-06,25,NA,Lexus of Blackburn Womens Herald Sun Tour (2.1),44,NA,NA,Stage 2 - Falls Creek › Falls Creek,Peta Mullens,Roxsolt Attaquer
2020-02-05,9,5,Lexus of Blackburn Womens Herald Sun Tour (2.1),92.8,NA,NA,Stage 1 - Shepparton › Shepparton,Peta Mullens,Roxsolt Attaquer
NA,11,NA,Santos Women's Tour Down Under (2.Pro),NA,NA,NA,Points classification,Peta Mullens,Roxsolt Attaquer
NA,10,NA,Santos Women's Tour Down Under (2.Pro),NA,40,35,General classification,Peta Mullens,Roxsolt Attaquer
2020-01-19,16,NA,Santos Women's Tour Down Under (2.Pro),42.5,NA,NA,Stage 4 - Adelaide › Adelaide,Peta Mullens,Roxsolt Attaquer
2020-01-18,4,6,Santos Women's Tour Down Under (2.Pro),109.1,7,12,Stage 3 - Nairne › Stirling,Peta Mullens,Roxsolt Attaquer
2020-01-17,6,8,Santos Women's Tour Down Under (2.Pro),114.9,3,8,Stage 2 - Murray Bridge › Birdwood,Peta Mullens,Roxsolt Attaquer
2020-01-16,5,10,Santos Women's Tour Down Under (2.Pro),116.3,4,10,Stage 1 - Hahndorf › Macclesfield,Peta Mullens,Roxsolt Attaquer
2019-05-27,15,NA,Winston Salem Cycling Classic (WE) (1.1),96.56,NA,5,One day,Peta Mullens,Roxsolt Attaquer
2019-03-16,12,NA,Oceania Cycling Championships WE - Road Race (CC),105,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2019-01-06,20,NA,National Championships Australia WE - Road Race (NC),104.4,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2018-07-08,9,NA,White Spot / Delta Road Race WE (1.2),103.6,NA,2,One day,Peta Mullens,Roxsolt Attaquer
2018-05-28,999,NA,Winston Salem Cycling Classic (WE) (1.1),109.4,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2018-01-27,65,NA,Cadel Evans Great Ocean Road Race (1.1),113.3,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2018-01-07,26,NA,National Championships Australia WE - Road Race (NC),104.4,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
NA,46,NA,Joe Martin Stage Race WE (2.2),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2018-04-15,25,NA,Joe Martin Stage Race WE (2.2),NA,NA,NA,Stage 4 - Fayetteville › Fayetteville,Peta Mullens,Roxsolt Attaquer
2018-04-14,65,63,Joe Martin Stage Race WE (2.2),4.84,NA,NA,Stage 3 (ITT) - Devils Den State Park › Devils Den State Park,Peta Mullens,Roxsolt Attaquer
2018-04-13,65,62,Joe Martin Stage Race WE (2.2),94.3,NA,NA,Stage 2 - Cedarville › Fayetteville,Peta Mullens,Roxsolt Attaquer
2018-04-12,61,61,Joe Martin Stage Race WE (2.2),99.8,NA,NA,Stage 1 - Fayetteville › Feyetteville (Mount Sequoyah),Peta Mullens,Roxsolt Attaquer
NA,53,NA,Womens Herald Sun Tour (2.2),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2018-01-31,47,NA,Womens Herald Sun Tour (2.2),1.6,NA,NA,Stage 2 (ITT) - Melbourne › Melbourne,Peta Mullens,Roxsolt Attaquer
2018-01-30,54,54,Womens Herald Sun Tour (2.2),123.5,NA,NA,Stage 1 - Healesville › Healesville,Peta Mullens,Roxsolt Attaquer
2017-05-29,5,NA,Winston Salem Cycling Classic (WE) (1.1),NA,20,30,One day,Peta Mullens,Roxsolt Attaquer
2017-01-28,32,NA,Cadel Evans Great Ocean Road Race (1.2),113,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2017-01-08,18,NA,National Championships Australia WE - Road Race (NC),102,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
NA,51,NA,Amgen Breakaway from Heart Disease Women's Race empowered with SRAM (2.WWT),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2017-05-14,38,NA,Amgen Breakaway from Heart Disease Women's Race empowered with SRAM (2.WWT),70,NA,NA,Stage 4 - Sacramento › Sacramento,Peta Mullens,Roxsolt Attaquer
2017-05-13,78,53,Amgen Breakaway from Heart Disease Women's Race empowered with SRAM (2.WWT),118,NA,NA,Stage 3 - Elk Grove › Sacramento,Peta Mullens,Roxsolt Attaquer
2017-05-12,61,57,Amgen Breakaway from Heart Disease Women's Race empowered with SRAM (2.WWT),108,NA,NA,Stage 2 - South Lake Tahoe › South Lake Tahoe,Peta Mullens,Roxsolt Attaquer
2017-05-11,43,43,Amgen Breakaway from Heart Disease Women's Race empowered with SRAM (2.WWT),117,NA,NA,Stage 1 - South Lake Tahoe › South Lake Tahoe,Peta Mullens,Roxsolt Attaquer
NA,4,NA,Joe Martin Stage Race (2.2),NA,NA,NA,Points classification,Peta Mullens,Roxsolt Attaquer
NA,11,NA,Joe Martin Stage Race (2.2),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2017-04-02,5,NA,Joe Martin Stage Race (2.2),NA,NA,NA,Stage 4 - Fayetteville › Fayetteville,Peta Mullens,Roxsolt Attaquer
2017-04-01,4,14,Joe Martin Stage Race (2.2),NA,NA,1,Stage 3 - Fayetteville › Fayetteville,Peta Mullens,Roxsolt Attaquer
2017-03-31,5,16,Joe Martin Stage Race (2.2),95.5,NA,NA,Stage 2 - Cedarville  › Fayetteville,Peta Mullens,Roxsolt Attaquer
2017-03-30,28,28,Joe Martin Stage Race (2.2),4.83,NA,NA,Stage 1 (ITT) - Devil's Den State Park  › Devil's Den State Park,Peta Mullens,Roxsolt Attaquer
NA,6,NA,Santos Women's Tour (2.2),NA,NA,NA,Mountains classification,Peta Mullens,Roxsolt Attaquer
NA,6,NA,Santos Women's Tour (2.2),NA,NA,NA,Points classification,Peta Mullens,Roxsolt Attaquer
NA,6,NA,Santos Women's Tour (2.2),NA,8,8,General classification,Peta Mullens,Roxsolt Attaquer
2017-01-17,4,NA,Santos Women's Tour (2.2),NA,NA,1,Stage 4 - Adelaide › Adelaide,Peta Mullens,Roxsolt Attaquer
2017-01-16,4,8,Santos Women's Tour (2.2),92.4,NA,1,Stage 3 - Tanunda › Lyndoch,Peta Mullens,Roxsolt Attaquer
2017-01-15,11,8,Santos Women's Tour (2.2),32.2,NA,NA,Stage 2 (ITT) - Adelaide › Adelaide,Peta Mullens,Roxsolt Attaquer
2017-01-14,8,8,Santos Women's Tour (2.2),106.5,NA,NA,Stage 1 - Hahndorf › Meadows,Peta Mullens,Roxsolt Attaquer
2016-03-05,13,NA,Oceania Continental Championships WE - Road Race (CC),109,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2016-01-30,10,NA,Cadel Evans Great Ocean Road Race (1.2),113.3,NA,3,One day,Peta Mullens,Roxsolt Attaquer
2016-01-10,9,NA,National Championships Australia WE - Road Race (NC),102,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
NA,19,NA,BeNe Ladies Tour (2.2),NA,NA,NA,Points classification - Zelzate › Zelzate,Peta Mullens,Roxsolt Attaquer
NA,31,NA,BeNe Ladies Tour (2.2),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2016-07-17,18,NA,BeNe Ladies Tour (2.2),112,NA,NA,Stage 4 - Zelzate › Zelzate,Peta Mullens,Roxsolt Attaquer
2016-07-16,62,32,BeNe Ladies Tour (2.2),9.6,NA,NA,Stage 3 (ITT) - Sint Laureins  › Sint Laureins,Peta Mullens,Roxsolt Attaquer
2016-07-16,10,14,BeNe Ladies Tour (2.2),75,NA,NA,Stage 2 - Sint Laureins › Sint Laureins,Peta Mullens,Roxsolt Attaquer
2016-07-15,11,13,BeNe Ladies Tour (2.2),103,NA,NA,Stage 1 - Philippine › Philippine,Peta Mullens,Roxsolt Attaquer
NA,7,NA,Tour de Feminin - O cenu Českého Švýcarska (2.2),NA,NA,NA,Points classification,Peta Mullens,Roxsolt Attaquer
NA,36,NA,Tour de Feminin - O cenu Českého Švýcarska (2.2),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2016-07-10,34,NA,Tour de Feminin - O cenu Českého Švýcarska (2.2),98.5,NA,NA,Stage 5 - Varnsdorf › Krásná Lípa,Peta Mullens,Roxsolt Attaquer
2016-07-09,3,44,Tour de Feminin - O cenu Českého Švýcarska (2.2),71.6,2,3,Stage 4 - Rumburk › Rumburk,Peta Mullens,Roxsolt Attaquer
2016-07-09,81,47,Tour de Feminin - O cenu Českého Švýcarska (2.2),14.6,NA,NA,Stage 3 (ITT) - Krásná Lípa › Krásná Lípa,Peta Mullens,Roxsolt Attaquer
2016-07-08,14,6,Tour de Feminin - O cenu Českého Švýcarska (2.2),91,NA,NA,Stage 2 - Jiríkov › Jiríkov,Peta Mullens,Roxsolt Attaquer
2016-07-07,5,6,Tour de Feminin - O cenu Českého Švýcarska (2.2),118.6,NA,NA,Stage 1 - Krásná Lípa › Krásná Lípa,Peta Mullens,Roxsolt Attaquer
NA,11,NA,Santos Women's Tour (2.2),NA,NA,NA,Mountains classification,Peta Mullens,Roxsolt Attaquer
NA,32,NA,Santos Women's Tour (2.2),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2016-01-19,53,NA,Santos Women's Tour (2.2),NA,NA,NA,Stage 4 - Victoria Park › Victoria Park,Peta Mullens,Roxsolt Attaquer
2016-01-18,39,33,Santos Women's Tour (2.2),100.8,NA,NA,Stage 3 - Lyndoch › Lyndoch,Peta Mullens,Roxsolt Attaquer
2016-01-17,44,35,Santos Women's Tour (2.2),20.4,NA,NA,Stage 2 (ITT) - Adelaide › Adelaide,Peta Mullens,Roxsolt Attaquer
2016-01-16,35,35,Santos Women's Tour (2.2),95,NA,NA,Stage 1 - Mount Torrens › Mount Torrens,Peta Mullens,Roxsolt Attaquer
2015-01-10,1,NA,National Championships Australia WE - Road Race (NC),102,10,NA,One day,Peta Mullens,Roxsolt Attaquer
2014-07-04,32,32,Prologue - Caserta › Caserta,2.05,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2014-06-21,11,NA,Giro del Trentino Alto Adige - Südtirol (1.1),NA,20,NA,One day,Peta Mullens,Roxsolt Attaquer
2014-06-15,29,NA,Diamand Tour (1.2),125,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2014-05-02,37,37,Prologue - Luxembourg › Luxembourg,2.59,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2014-04-26,32,NA,EPZ Omloop van Borsele WE (1.2),120,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2014-04-06,59,NA,Ronde van Vlaanderen / Tour des Flandres (WE) (CDM),139,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2014-03-30,999,NA,Trofeo Alfredo Binda - Comune di Cittiglio (CDM),121.4,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2014-03-23,6,NA,GP Comune di Cornaredo (1.2),121,8,NA,One day,Peta Mullens,Roxsolt Attaquer
2014-03-15,68,NA,Boels Rental Ronde van Drenthe (CDM),146.6,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2014-03-13,24,NA,Molecaten Drentse 8 (1.2),136.7,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2014-01-11,15,NA,National Championships Australia WE - Road Race (NC),102,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
NA,43,NA,Giro d'Italia Internazionale Femminile (2.1),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2014-07-13,55,NA,Giro d'Italia Internazionale Femminile (2.1),80.1,NA,NA,Stage 9 - Trezzo sull’Adda › Madonna del Ghisallo,Peta Mullens,Roxsolt Attaquer
2014-07-12,71,42,Giro d'Italia Internazionale Femminile (2.1),90.3,NA,NA,Stage 8 - Verbania › San Domenico di Varzo,Peta Mullens,Roxsolt Attaquer
2014-07-11,32,31,Giro d'Italia Internazionale Femminile (2.1),91.8,NA,NA,Stage 7 - Aprica › Chiavenna,Peta Mullens,Roxsolt Attaquer
2014-07-10,48,31,Giro d'Italia Internazionale Femminile (2.1),112,NA,NA,Stage 6 - Gaiarine › S. Fior,Peta Mullens,Roxsolt Attaquer
2014-07-09,21,23,Giro d'Italia Internazionale Femminile (2.1),118.3,NA,NA,Stage 5 - Jesi › Cesenatico,Peta Mullens,Roxsolt Attaquer
2014-07-08,14,23,Giro d'Italia Internazionale Femminile (2.1),118,NA,NA,Stage 4 - Alba Adriatica › Jesi,Peta Mullens,Roxsolt Attaquer
2014-07-07,25,23,Giro d'Italia Internazionale Femminile (2.1),125.3,NA,NA,Stage 3 - Caserta › San Donato Val di Comino,Peta Mullens,Roxsolt Attaquer
2014-07-06,39,26,Giro d'Italia Internazionale Femminile (2.1),120,NA,NA,Stage 2 - Frattamaggiore › Frattamaggiore,Peta Mullens,Roxsolt Attaquer
2014-07-05,26,25,Giro d'Italia Internazionale Femminile (2.1),95.2,NA,NA,Stage 1 - S. Maria a Vico › S. Maria a Vico,Peta Mullens,Roxsolt Attaquer
NA,22,NA,The Women's Tour (2.1),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2014-05-11,27,NA,The Women's Tour (2.1),108.3,NA,NA,Stage 5 - Harwich › Bury St Edmunds,Peta Mullens,Roxsolt Attaquer
2014-05-10,15,20,The Women's Tour (2.1),87.8,NA,NA,Stage 4 - Cheshunt › Welwyn Garden City,Peta Mullens,Roxsolt Attaquer
2014-05-09,13,23,The Women's Tour (2.1),90.5,NA,NA,Stage 3 - Felixstowe › Clacton-on-Sea,Peta Mullens,Roxsolt Attaquer
2014-05-08,24,31,The Women's Tour (2.1),118.5,NA,NA,Stage 2 - Hinckley › Bedford,Peta Mullens,Roxsolt Attaquer
2014-05-07,39,40,The Women's Tour (2.1),93.8,NA,NA,Stage 1 - Oundle › Northampton,Peta Mullens,Roxsolt Attaquer
NA,22,NA,Festival Luxembourgeois du cyclisme féminin Elsy Jacobs (2.1),NA,16,NA,General classification,Peta Mullens,Roxsolt Attaquer
2014-05-04,18,NA,Festival Luxembourgeois du cyclisme féminin Elsy Jacobs (2.1),99.1,NA,NA,Stage 2 - Mamer › Mamer,Peta Mullens,Roxsolt Attaquer
2014-05-03,30,22,Festival Luxembourgeois du cyclisme féminin Elsy Jacobs (2.1),102.6,NA,NA,Stage 1 - Garnich › Garnich,Peta Mullens,Roxsolt Attaquer
NA,22,NA,Energiewacht Tour (2.2),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2014-04-13,38,NA,Energiewacht Tour (2.2),104.7,NA,NA,Stage 5 - Veendam › Veendam,Peta Mullens,Roxsolt Attaquer
2014-04-12,21,18,Energiewacht Tour (2.2),136.7,NA,NA,Stage 4 - Uithuizen › Uithuizen,Peta Mullens,Roxsolt Attaquer
2014-04-11,15,20,Energiewacht Tour (2.2),97.1,NA,NA,Stage 3a - Eelde › Eelde,Peta Mullens,Roxsolt Attaquer
2014-04-10,16,25,Energiewacht Tour (2.2),116.1,NA,NA,Stage 2 - Wedde › Wedde,Peta Mullens,Roxsolt Attaquer
2014-04-09,65,66,Energiewacht Tour (2.2),93,NA,NA,Stage 1 - Delfzijl › Delfzijl,Peta Mullens,Roxsolt Attaquer
NA,50,NA,Ladies Tour of Qatar (2.1),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2014-02-07,37,NA,Ladies Tour of Qatar (2.1),85,NA,NA,Stage 4 - Sealine Beach Resort › Doha Corniche,Peta Mullens,Roxsolt Attaquer
2014-02-06,56,55,Ladies Tour of Qatar (2.1),93,NA,NA,Stage 3 - Katara › Al Khor Corniche,Peta Mullens,Roxsolt Attaquer
2014-02-05,42,58,Ladies Tour of Qatar (2.1),112.5,NA,NA,Stage 2 - Al Zubarah › Shamal City,Peta Mullens,Roxsolt Attaquer
2014-02-04,65,65,Ladies Tour of Qatar (2.1),97,NA,NA,Stage 1 - Islamic Art Museum › Mesaieed,Peta Mullens,Roxsolt Attaquer
2013-01-12,10,NA,National Championships Australia - Road Race (NC),106.6,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2012-01-07,16,NA,National Championships Australia - Road Race (NC),NA,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2011-03-19,7,NA,Oceania Continental Championships WE - Road Race (NC),116,6,NA,One day,Peta Mullens,Roxsolt Attaquer
2011-01-08,14,NA,Australian Open Road Cycling Championships - Road Race (NC),102,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2010-01-10,18,NA,Australian Open Road Championships - Road Race (NC),102,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2009-03-01,9,NA,Wellington Women’s Race (1.1),119,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2009-02-15,4,NA,Oceania Continental Championships WE - Road Race (CC),93.6,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2009-01-10,7,NA,Australian Open Road Championships Road Race (NC),102,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
NA,28,NA,Women's Tour Of New Zealand (2.2),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2009-02-27,29,NA,Women's Tour Of New Zealand (2.2),127,NA,NA,Stage 3,Peta Mullens,Roxsolt Attaquer
2009-02-26,23,NA,Women's Tour Of New Zealand (2.2),122,NA,NA,Stage 2 - Masterton › Masterton,Peta Mullens,Roxsolt Attaquer
2009-02-25,3,NA,Women's Tour Of New Zealand (2.2),127,2,NA,Stage 1 - Gladstone circuit › Gladstone circuit,Peta Mullens,Roxsolt Attaquer
NA,27,NA,Ladies Tour Of Qatar (2.1),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2009-02-10,61,NA,Ladies Tour Of Qatar (2.1),109,NA,NA,Stage 3 - Camel Race Track › Al Khor Corniche,Peta Mullens,Roxsolt Attaquer
2009-02-09,29,NA,Ladies Tour Of Qatar (2.1),110,NA,NA,Stage 2 - Qatar Foundation › Oryx Farm,Peta Mullens,Roxsolt Attaquer
2009-02-08,28,NA,Ladies Tour Of Qatar (2.1),NA,NA,NA,Stage 1,Peta Mullens,Roxsolt Attaquer
2008-08-10,44,NA,Holland Hills Classic (1.2),100.8,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2008-08-03,7,NA,Sparkassen Giro (1.1),87,12,NA,One day,Peta Mullens,Roxsolt Attaquer
2008-07-24,11,NA,Prologue - Limoges › Landouge,5,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2008-07-05,34,NA,Prologue,1,NA,NA,One day,Peta Mullens,Roxsolt Attaquer
2008-02-24,12,NA,Geelong World Cup (CDM),119,6,NA,One day,Peta Mullens,Roxsolt Attaquer
NA,38,NA,Trophée d'Or Féminin (2.2),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2008-08-30,17,NA,Trophée d'Or Féminin (2.2),100.3,NA,NA,Stage 6 - Saint-Germain-du-Puy › Saint-Amand-Montrond,Peta Mullens,Roxsolt Attaquer
2008-08-29,45,NA,Trophée d'Or Féminin (2.2),92.2,NA,NA,Stage 5 - Cosne-sur-Loire › Cosne-sur-Loire,Peta Mullens,Roxsolt Attaquer
2008-08-28,40,NA,Trophée d'Or Féminin (2.2),74.6,NA,NA,Stage 4 - Sancoins › Orval,Peta Mullens,Roxsolt Attaquer
2008-08-28,24,NA,Trophée d'Or Féminin (2.2),56.4,NA,NA,Stage 3 - Orval › Saint-Amand,Peta Mullens,Roxsolt Attaquer
2008-08-27,25,NA,Trophée d'Or Féminin (2.2),112,NA,NA,Stage 2 - Avord › Avord,Peta Mullens,Roxsolt Attaquer
2008-08-26,50,NA,Trophée d'Or Féminin (2.2),76.9,NA,NA,Stage 1 - Saint-Amand › Mehun-sur-Yèvre,Peta Mullens,Roxsolt Attaquer
NA,3,NA,Tour Féminin en Limousin (2.2),NA,NA,NA,Youth classification,Peta Mullens,Roxsolt Attaquer
NA,13,NA,Tour Féminin en Limousin (2.2),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2008-07-27,13,NA,Tour Féminin en Limousin (2.2),96,NA,NA,Stage 3,Peta Mullens,Roxsolt Attaquer
2008-07-26,17,NA,Tour Féminin en Limousin (2.2),123,NA,NA,Stage 2,Peta Mullens,Roxsolt Attaquer
2008-07-25,8,NA,Tour Féminin en Limousin (2.2),121,NA,NA,Stage 1,Peta Mullens,Roxsolt Attaquer
NA,80,NA,Giro d'Italia Femminile (Int.),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2008-07-13,29,NA,Giro d'Italia Femminile (Int.),118.5,NA,NA,Stage 8 - Desio › Desio,Peta Mullens,Roxsolt Attaquer
2008-07-12,88,NA,Giro d'Italia Femminile (Int.),83.8,NA,NA,Stage 7 - Macherio › Montevecchia,Peta Mullens,Roxsolt Attaquer
2008-07-11,106,NA,Giro d'Italia Femminile (Int.),113.4,NA,NA,Stage 6 - Cardano Al Campo › Laveno Mombello,Peta Mullens,Roxsolt Attaquer
2008-07-10,91,NA,Giro d'Italia Femminile (Int.),9.3,NA,NA,Stage 5 (ITT) - Novara › Novara,Peta Mullens,Roxsolt Attaquer
2008-07-09,89,NA,Giro d'Italia Femminile (Int.),106.4,NA,NA,Stage 4 - Calcinaia › Prato A Calci/Monte Serra,Peta Mullens,Roxsolt Attaquer
2008-07-08,78,NA,Giro d'Italia Femminile (Int.),122.5,NA,NA,Stage 3 - Occhiobello › Altedo,Peta Mullens,Roxsolt Attaquer
2008-07-07,34,NA,Giro d'Italia Femminile (Int.),122.7,NA,NA,Stage 2 - Ca’ Tiepolo Porto Tolle › Rosolina Mare,Peta Mullens,Roxsolt Attaquer
2008-07-06,12,NA,Giro d'Italia Femminile (Int.),131.5,NA,NA,Stage 1 - Asola › Lendinara,Peta Mullens,Roxsolt Attaquer
NA,34,NA,Women's Tour of New Zealand (2.2),NA,NA,NA,General classification,Peta Mullens,Roxsolt Attaquer
2008-03-03,26,NA,Women's Tour of New Zealand (2.2),45,NA,NA,Stage 6 - Wellington › Wellington,Peta Mullens,Roxsolt Attaquer
